epoch,accuracy,loss,val_accuracy,val_loss
0,0.4432857036590576,1.906231164932251,0.5688502788543701,1.3542512655258179
1,0.5437142848968506,1.37101411819458,0.6136363744735718,1.108473300933838
2,0.5998571515083313,1.1260756254196167,0.6283422708511353,1.0771809816360474
3,0.6317142844200134,1.0219719409942627,0.6209893226623535,1.1269365549087524
4,0.6462857127189636,0.971721351146698,0.6410427689552307,1.0407334566116333
5,0.6511428356170654,0.9292863607406616,0.6497326493263245,1.0111571550369263
6,0.6854285597801208,0.8770868182182312,0.6784759163856506,1.02704918384552
7,0.6872857213020325,0.8457372188568115,0.6584224700927734,1.0177289247512817
8,0.7032856941223145,0.8070818185806274,0.6717914342880249,1.0124355554580688
9,0.7145714163780212,0.7841280698776245,0.6664438247680664,1.0394662618637085
0,0.696571409702301,0.8385999798774719,0.6477272510528564,1.0936903953552246
1,0.7748571634292603,0.6151768565177917,0.6938502788543701,0.943243682384491
2,0.8102856874465942,0.5021467208862305,0.6804812550544739,1.0433025360107422
3,0.824999988079071,0.4681302607059479,0.6858288645744324,1.0486489534378052
4,0.8494285941123962,0.37912991642951965,0.6724599003791809,1.1390321254730225
5,0.8629999756813049,0.3676624298095703,0.6898396015167236,1.1940839290618896
6,0.8941428661346436,0.2680366337299347,0.721256673336029,0.9956580996513367
7,0.9102857112884521,0.2265568971633911,0.7132353186607361,1.050318717956543
8,0.911142885684967,0.20252028107643127,0.7172459959983826,1.105675220489502
9,0.9148571491241455,0.19738219678401947,0.7192513346672058,1.158629298210144
10,0.9227142930030823,0.17952847480773926,0.7152406573295593,1.1035358905792236
11,0.9319999814033508,0.16051076352596283,0.7072192430496216,1.1178683042526245
12,0.9287142753601074,0.1570676565170288,0.7032085657119751,1.1437183618545532
13,0.9321428537368774,0.15225034952163696,0.7112299203872681,1.1749719381332397
14,0.9345714449882507,0.14194640517234802,0.7179144620895386,1.1720207929611206
15,0.9365714192390442,0.13629689812660217,0.7185828685760498,1.1771886348724365
16,0.9412857294082642,0.1295132040977478,0.7199198007583618,1.202524185180664
17,0.9394285678863525,0.12808507680892944,0.720588207244873,1.1975518465042114
18,0.9418571591377258,0.12145403027534485,0.7225936055183411,1.1931036710739136
19,0.9419999718666077,0.1259049028158188,0.7232620120048523,1.1815180778503418
20,0.9424285888671875,0.12028368562459946,0.7179144620895386,1.2024868726730347
21,0.9445714354515076,0.11987903714179993,0.7139037251472473,1.2082871198654175
22,0.9449999928474426,0.11650747060775757,0.7139037251472473,1.2145044803619385
23,0.9475714564323425,0.11431141197681427,0.7159090638160706,1.2135038375854492
24,0.9472857117652893,0.11328780651092529,0.7199198007583618,1.214853048324585
25,0.9487142562866211,0.11117798089981079,0.7185828685760498,1.2129987478256226
26,0.9425714015960693,0.11641424894332886,0.7185828685760498,1.2103804349899292
27,0.9475714564323425,0.11184650659561157,0.721256673336029,1.2125517129898071
28,0.9415714144706726,0.11734142154455185,0.721256673336029,1.2138104438781738
29,0.9492856860160828,0.10978887230157852,0.7172459959983826,1.2146141529083252
30,0.9481428861618042,0.10917099565267563,0.7192513346672058,1.214828610420227
31,0.9462857246398926,0.10852381587028503,0.7192513346672058,1.2137703895568848
32,0.951285719871521,0.10665632039308548,0.7199198007583618,1.2144397497177124
33,0.9470000267028809,0.11100304871797562,0.7225936055183411,1.2142661809921265
34,0.946142852306366,0.11208616197109222,0.7179144620895386,1.2194050550460815
35,0.9485714435577393,0.10608595609664917,0.7192513346672058,1.214840292930603
36,0.948285698890686,0.10931816697120667,0.7219251394271851,1.2233058214187622
37,0.9471428394317627,0.10754087567329407,0.720588207244873,1.2245014905929565
38,0.9492856860160828,0.10730873048305511,0.720588207244873,1.2221637964248657
39,0.9484285712242126,0.10589508712291718,0.720588207244873,1.2287625074386597
